COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,A股代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B股代码,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,A股上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B股上市日期,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL,市场类型
SUN CREATE,1,1,四创电子,600990,安徽省,-,748,四创电子,安徽省,"SUN CREATE ELECTRONICS CO., LTD",四创电子,2,-,4,20040510,C,   D  F  N          ,制造业,600990,四创电子股份有限公司,20040510,340000,-,0551-65391324,N,   D  F  N          , 张成伟                       ,-,主板A,Y,-,上市,-,39,230088,四创电子,否,yangmeng@sun-create.com,计算机、通信和其他电子设备制造业,-,否,-,340100,-,-,王向新,"SUN CREATE ELECTRONICS CO., LTD",安徽省合肥市高新技术产业开发区,-,-,安徽省合肥市高新技术产业开发区习友路3366号,27107.51,206.24,20250902,0.00,-,26901.27,26901.27,0.00,主板A股
GZWRC,1,1,贵绳股份,600992,贵州省,-,749,贵绳股份,贵州省,"Guizhou Wire Rope Co., Ltd",贵绳股份,2,-,4,20040514,C,   D  F  N          ,制造业,600992,贵州钢绳股份有限公司,20040514,520000,-,0851-28419570,N,   D  F  N          ,马显红                        ,-,主板A,Y,-,上市,-,33,563000,贵绳股份,否,office@gzgs.com.cn,金属制品业,-,否,-,520300,-,-,曹磊,"Guizhou Wire Rope Co., Ltd",贵州省遵义市桃溪路47号,-,-,贵州省遵义市桃溪路４７号贵州钢绳股份有限公司,24509.00,0.00,20250902,0.00,-,24509.00,24509.00,0.00,主板A股
MYL,1,1,马应龙,600993,湖北省,-,750,马应龙,湖北省,"Mayinglong Pharmaceutical Group Co.,Ltd",马应龙,2,-,4,20040517,C,   D  F  N          ,制造业,600993,马应龙药业集团股份有限公司,20040517,420000,-,027-87389583,N,   D  F  N          ,陈平                          ,-,主板A,Y,-,上市,-,27,430064,马应龙,否,maynlon@public.wh.hb.cn,医药制造业,-,否,-,420100,-,-,马倩,"Mayinglong Pharmaceutical Group Co.,Ltd",湖北省武汉市武昌南湖周家湾100号,-,-,湖北省武汉市武昌南湖周家湾100号,43105.39,74.69,20250902,0.00,-,43030.70,43030.70,0.00,主板A股
CSGES,1,1,南网储能,600995,云南省,-,751,南网储能,云南省,"CHINA SOUTHERN POWER GRID ENERGY STORAGE CO.,LTD",南网储能,2,-,4,20040615,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600995,南方电网储能股份有限公司,20040615,530000,-,020-38128131,N,   D  F  N          ,刘国刚                        ,-,主板A,Y,-,上市,-,44,510635,南网储能,否,nwcn@es.csg.cn,电力、热力生产和供应业,-,否,-,532600,-,-,钟林,"CHINA SOUTHERN POWER GRID ENERGY STORAGE CO.,LTD",云南省文山壮族苗族自治州文山市凤凰路29号,-,-,广东省广州市天河区龙口东路32号广东蓄能大厦,319600.58,208690.42,20250902,0.00,-,110910.16,110910.16,0.00,主板A股
GZCBN,1,1,贵广网络,600996,贵州省,-,752,贵广网络,贵州省,"Guizhou BC&TV Information Network CO.,LTD",贵广网络,2,-,4,20161226,I,   D  F  N          ,信息传输、软件和信息技术服务业,600996,贵州省广播电视信息网络股份有限公司,20161226,520000,-,0851-84115592,N,   D  F  N          ,李巍                          ,-,主板A,Y,-,上市,110052,63,550081,贵广网络,-,dmb@gzcbn.com,电信、广播电视和卫星传输服务,-,-,110052,520100,-,贵广转债,黄宗文,"Guizhou BC&TV Information Network CO.,LTD",贵州省贵阳市观山湖区金阳南路36号,-,贵广转债,贵阳市观山湖区金阳南路36号,124679.99,0.00,20250902,0.00,-,124679.99,124679.99,0.00,主板A股
KEC,1,1,开滦股份,600997,河北省,-,753,开滦股份,河北省,"Kailuan Energy Chemical Co.,Ltd.",开滦股份,2,-,4,20040602,C,   D  F  N          ,制造业,600997,开滦能源化工股份有限公司,20040602,130000,-,0315-2812013,N,   D  F  N          ,彭余生                        ,-,主板A,Y,-,上市,-,25,063018,开滦股份,否,kcc@kailuan.com.cn,石油、煤炭及其他燃料加工业,-,否,-,130200,-,-,张嘉颖,"Kailuan Energy Chemical Co.,Ltd.",河北省唐山市新华东道70号东楼,-,-,河北省唐山市新华东道70号东楼,158779.99,0.00,20250902,0.00,-,158779.99,158779.99,0.00,主板A股
JOINTOWN,1,1,九州通,600998,湖北省,-,754,九州通,湖北省,"Jointown Pharmaceutical Group Co., Ltd",九州通,2,-,4,20101102,F,   D  F  N          ,批发和零售业,600998,九州通医药集团股份有限公司,20101102,420000,-,027-84683017,N,   D  F  N          ,刘长云                        ,-,主板A,Y,-,上市,110034,51,430051,九州通,否,jztdmc@jztey.com,批发业,-,否,-,420100,-,九州转债,刘志峰,"Jointown Pharmaceutical Group Co., Ltd",湖北省武汉市汉阳区龙兴西街5号,-,-,湖北省武汉市汉阳区龙兴西街5号,504247.02,0.00,20250902,0.00,-,504247.02,504247.02,0.00,主板A股
CMS,1,1,招商证券,600999,广东省,-,755,招商证券,广东省,"China Merchants Securities Co., Ltd",招商证券,2,-,4,20091117,J,   D  F  N          ,金融业,600999,招商证券股份有限公司,20091117,440000,-,0755－82960432,N,   D  F  N          ,霍达                          ,-,主板A,Y,-,上市,-,67,518046,招商证券,是,IR@cmschina.com.cn,资本市场服务,香港,否,-,440300,-,-,刘杰,"China Merchants Securities Co., Ltd",广东省深圳市福田区福田街道福华一路111号,-,-,深圳市福田区福田街道福华一路111号,742200.53,0.00,20250902,0.00,-,742200.53,742200.53,0.00,主板A股
TSPGC,1,1,唐山港,601000,河北省,-,756,唐山港,河北省,"TANGSHAN PORT GROUP CO.,LTD.",唐山港,2,-,4,20100705,G,   D  F  N          ,交通运输、仓储和邮政业,601000,唐山港集团股份有限公司,20100705,130000,-,0315-2916409,N,   D  F  N          ,陈立新                        ,-,主板A,Y,-,上市,-,55,063611,唐山港,否,tspgc@china.com,水上运输业,-,否,-,130200,-,-,高磊,"TANGSHAN PORT GROUP CO.,LTD.",河北省唐山市海港经济开发区,-,-,河北唐山海港经济开发区唐山港大厦,592592.86,0.00,20250902,0.00,-,592592.86,592592.86,0.00,主板A股
JHSCIC,1,1,晋控煤业,601001,山西省,-,757,晋控煤业,山西省,"Jinneng Holding Shanxi Coal Industry Co.,Ltd.",晋控煤业,2,-,4,20060623,B,   D  F  N          ,采矿业,601001,晋能控股山西煤业股份有限公司,20060623,140000,-,0352-7010476,N,   D  F  N          ,李建光                        ,-,主板A,Y,-,上市,-,06,037003,晋控煤业,否,dtlijuping@163.com.cn,煤炭开采和洗选业,-,否,-,140200,-,-,李菊平,"Jinneng Holding Shanxi Coal Industry Co.,Ltd.",山西省大同市矿区新平旺,-,-,山西省大同市云冈区新平旺,167370.00,0.00,20250902,0.00,-,167370.00,167370.00,0.00,主板A股
GEM-YEAR,1,1,晋亿实业,601002,浙江省,-,758,晋亿实业,浙江省,"Gem-Year Industrial Co.,Ltd.",晋亿实业,2,-,4,20070126,C,   D  F  N          ,制造业,601002,晋亿实业股份有限公司,20070126,330000,-,057384185042,N,   D  F  N          ,蔡永龙                        ,-,主板A,Y,-,上市,-,34,314100,晋亿实业,否,bond@gem-year.net,通用设备制造业,-,否,-,330400,-,-,郎福权,"Gem-Year Industrial Co.,Ltd.",浙江省嘉兴市嘉善经济开发区晋亿大道8号,-,-,浙江省嘉善经济开发区晋亿大道8号,95444.07,0.00,20250902,0.00,-,95444.07,95444.07,0.00,主板A股
LIUSTEELCO,1,1,柳钢股份,601003,广西壮族自治区,-,759,柳钢股份,广西壮族自治区,"Liuzhou Iron & Steel Co.,Ltd.",柳钢股份,2,-,4,20070227,C,   D  F  N          ,制造业,601003,柳州钢铁股份有限公司,20070227,450000,-,0772-2595971,N,   D  F  N          ,卢春宁                        ,-,主板A,Y,-,上市,-,31,545002,柳钢股份,否,liscl@163.com,黑色金属冶炼和压延加工业,-,否,-,450200,-,-,赖懿,"Liuzhou Iron & Steel Co.,Ltd.",广西壮族自治区柳州市北雀路117号,-,-,广西柳州市北雀路117号,256279.32,0.00,20250902,0.00,-,256279.32,256279.32,0.00,主板A股
CISC,1,1,重庆钢铁,601005,重庆市,-,760,重庆钢铁,重庆市,Chongqing Iron & Steel Company Limited,重庆钢铁,2,-,4,20070228,C,   D  F  N          ,制造业,601005,重庆钢铁股份有限公司,20070228,500000,-,023-68983482,N,   D  F  N          ,王虎祥                        ,-,主板A,Y,-,上市,-,31,401258,重庆钢铁,否,ir_601005@baowugroup.com,黑色金属冶炼和压延加工业,香港,是,-,500000,-,-,匡云龙,Chongqing Iron & Steel Company Limited,重庆市长寿区江南街道江南大道2号,-,-,重庆市长寿区江南街道江南大道2号,831363.66,0.00,20250902,0.00,-,831363.66,831363.66,0.00,主板A股
DAQIN RAILWAY,1,1,大秦铁路,601006,山西省,-,761,大秦铁路,山西省,"Daqin Railway Co., Ltd.",大秦铁路,2,-,4,20060801,G,   D  F  N          ,交通运输、仓储和邮政业,601006,大秦铁路股份有限公司,20060801,140000,-,0351-2620620,N,   D  F  N          ,陆勇                          ,-,主板A,Y,-,上市,113044,53,030013,大秦铁路,是,dqtl@daqintielu.com,铁路运输业,-,否,113044,140200,-,大秦转债,张利荣,"Daqin Railway Co., Ltd.",山西省大同市站北街14号,-,大秦转债,山西省太原市建设北路202号,2014717.77,0.00,20250902,0.00,-,2014717.77,2014717.77,0.00,主板A股
JINLING HOTEL,1,1,金陵饭店,601007,江苏省,-,762,金陵饭店,江苏省,"Jinling Hotel Corporation, Ltd.",金陵饭店,2,-,4,20070406,H,   D  F  N          ,住宿和餐饮业,601007,金陵饭店股份有限公司,20070406,320000,-,025-84711888-420,N,   D  F  N          , 毕金标                       ,-,主板A,Y,-,上市,-,61,210005,金陵饭店,否,securities@jinlinghotel.com,住宿业,-,否,-,320100,-,-,刘羽欣,"Jinling Hotel Corporation, Ltd.",江苏省南京市汉中路2号,-,-,南京市汉中路2号,39000.00,0.00,20250902,0.00,-,39000.00,39000.00,0.00,主板A股
LIANYUNGANG PORT,1,1,连云港,601008,江苏省,-,763,连云港,江苏省,"Jiangsu Lianyungang Port Co.,Ltd.",连云港,2,-,4,20070426,G,   D  F  N          ,交通运输、仓储和邮政业,601008,江苏连云港港口股份有限公司,20070426,320000,-,0518-82389262,N,   D  F  N          ,王国超                        ,-,主板A,Y,-,上市,-,55,222042,连云港,否,dongmi@jlpcl.com,水上运输业,-,否,-,320700,-,-,沙晓春,"Jiangsu Lianyungang Port Co.,Ltd.",江苏省连云港市连云区庙岭港区港口四路8号,-,-,江苏省连云港市连云区中华西路18号港口大厦22-23层,124063.80,0.00,20250902,0.00,-,124063.80,124063.80,0.00,主板A股
NJBK,1,1,南京银行,601009,江苏省,-,764,南京银行,江苏省,"Bank of Nanjing Co.,Ltd.",南京银行,2,-,4,20070719,J,   D  F  N          ,金融业,601009,南京银行股份有限公司,20070719,320000,-,025-86775067,N,   D  F  N          ,谢宁                          ,-,主板A,Y,-,上市,113050,66,210019,南京银行,是,boardoffice@njcb.com.cn,货币金融服务,-,否,-,320100,-,南银转债,江志纯,"Bank of Nanjing Co.,Ltd.",江苏省南京市建邺区江山大街88号,-,-,南京市建邺区江山大街88号,1236356.72,0.00,20250902,0.00,-,1236356.72,1236356.72,0.00,主板A股
WFDSJ,1,1,文峰股份,601010,江苏省,-,765,文峰股份,江苏省,Wenfeng Great World Chain Development Corporation,文峰股份,2,-,4,20110603,F,   D  F  N          ,批发和零售业,601010,文峰大世界连锁发展股份有限公司,20110603,320000,-,051385505666-9609,N,   D  F  N          ,王钺                          ,-,主板A,Y,-,上市,-,52,226007,文峰股份,否,wf@wfgf.cn,零售业,-,否,-,320600,-,-,黄嘉莹,Wenfeng Great World Chain Development Corporation,江苏省南通市崇川区南大街3-21号,-,-,江苏省南通市青年中路59号,184800.00,0.00,20250902,0.00,-,184800.00,184800.00,0.00,主板A股
BNMC,1,1,宝泰隆,601011,黑龙江省,-,766,宝泰隆,黑龙江省,"Baotailong New Materials Co.,Ltd",宝泰隆,2,-,4,20110309,C,   D  F  N          ,制造业,601011,宝泰隆新材料股份有限公司,20110309,230000,-,0464-2915999、2919908,N,   D  F  N          ,焦强                          ,-,主板A,Y,-,上市,-,25,154603,宝泰隆,否,btljt2009@126.com,石油、煤炭及其他燃料加工业,-,否,-,230900,-,-,刘欣,"Baotailong New Materials Co.,Ltd",黑龙江省七台河市新兴区宝泰隆路16号,-,-,黑龙江省七台河市新兴区宝泰隆路16号,191566.45,0.00,20250902,0.00,-,191566.45,191566.45,0.00,主板A股
LONGI,1,1,隆基绿能,601012,陕西省,-,767,隆基绿能,陕西省,"Longi Green Energy Technology Co., Ltd.",隆基绿能,2,-,4,20120411,C,   D  F  N          ,制造业,601012,隆基绿能科技股份有限公司,20120411,610000,-,029-86473930,N,   D  F  N          ,李振国                        ,-,主板A,Y,-,上市,"113015,191038,113053",38,710018,隆基绿能,是,longi-board@longi.com,电气机械和器材制造业,-,否,113053,610100,-,"隆基转债,隆20转股,隆22转债",刘晓东,"Longi Green Energy Technology Co., Ltd.",陕西省西安市长安区航天中路388号,-,隆22转债,西安市经济技术开发区尚苑路8369号,757805.98,0.75,20250902,0.00,-,757805.22,757805.22,0.00,主板A股
SHAANXI HEIMAO,1,1,陕西黑猫,601015,陕西省,-,768,陕西黑猫,陕西省,"Shaanxi Heimao Coking Co., Ltd.",陕西黑猫,2,-,4,20141105,C,   D  F  N          ,制造业,601015,陕西黑猫焦化股份有限公司,20141105,610000,-,09135326936,N,   D  F  N          ,张林兴                        ,-,主板A,Y,-,上市,-,25,715403,陕西黑猫,-,heimaocoking@126.com,石油、煤炭及其他燃料加工业,-,否,-,610500,-,-,李斌,"Shaanxi Heimao Coking Co., Ltd.",陕西省渭南市韩城市煤化工业园,-,-,陕西省韩城市西庄镇煤化工业园,204249.76,0.00,20250902,0.00,-,204249.76,204249.76,0.00,主板A股
CECWPC,1,1,节能风电,601016,北京市,-,769,节能风电,北京市,CECEP Wind-Power Corporation,节能风电,2,-,4,20140929,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,601016,中节能风力发电股份有限公司,20140929,110000,-,010-83052221,N,   D  F  N          ,姜利凯                        ,-,主板A,Y,-,上市,113051,44,100082,节能风电,否,cecwpc@cecwpc.cn,电力、热力生产和供应业,-,否,113051,110000,-,节能转债,代芹,CECEP Wind-Power Corporation,北京市海淀区西直门北大街42号节能大厦A座12层,-,节能转债,北京市海淀区西直门北大街42号节能大厦A座12层,647339.27,50654.63,20250902,0.00,-,596684.64,596684.64,0.00,主板A股
NZP,1,1,宁波港,601018,浙江省,-,770,宁波港,浙江省,Ningbo Zhoushan Port Company Limited,宁波港,2,-,4,20100928,G,   D  F  N          ,交通运输、仓储和邮政业,601018,宁波舟山港股份有限公司,20100928,330000,-,0574－2768 6151,N,   D  F  N          ,陶成波                        ,-,主板A,Y,-,上市,-,55,315040,宁波港,是,ird@nbport.com.cn,水上运输业,-,否,-,330200,-,-,蒋伟,Ningbo Zhoushan Port Company Limited,"浙江省宁波市鄞州区宁东路269号宁波环球航运广场第1-4层(除2-2),第40-46层",-,-,宁波市江东区宁东路269号宁波环球航运广场,1945438.84,364697.10,20250902,0.00,-,1580741.74,1580741.74,0.00,主板A股
SHANDONG PUBLISHING&MEDIA,1,1,山东出版,601019,山东省,-,771,山东出版,山东省,"Shandong Publishing & Media Co.,Ltd",山东出版,2,-,4,20171122,R,   D  F  N          ,文化、体育和娱乐业,601019,山东出版传媒股份有限公司,20171122,370000,-,0531-82098193,N,   D  F  N          ,刘文强                        ,-,主板A,Y,-,上市,-,86,250002,山东出版,-,zqflb@sdcbcm.com,新闻和出版业,-,-,-,370100,-,-,李晓冰,"Shandong Publishing & Media Co.,Ltd",山东省济南市英雄山路189号,-,-,山东省济南市英雄山路189号,208690.00,0.00,20250902,0.00,-,208690.00,208690.00,0.00,主板A股
HY,1,1,华钰矿业,601020,西藏自治区,-,772,华钰矿业,西藏自治区,"Tibet Huayu Mining Co.,Ltd.",华钰矿业,2,-,4,20160316,B,   D  F  N          ,采矿业,601020,西藏华钰矿业股份有限公司,20160316,540000,-,0891-6329000-8054,N,   D  F  N          ,刘良坤                        ,-,主板A,Y,-,上市,113027,09,850000,华钰矿业,-,huayu@huayumining.com,有色金属矿采选业,-,否,113027,540100,-,华钰转债,李想,"Tibet Huayu Mining Co.,Ltd.",西藏自治区拉萨市经济技术开发区格桑路华钰大厦,-,华钰转债,北京市朝阳区北苑大羊坊5号院四区有色地质大厦六层,81996.47,0.00,20250902,0.00,-,81996.47,81996.47,0.00,主板A股
SA,1,1,春秋航空,601021,上海市,-,773,春秋航空,上海市,"Spring Airlines Co., Ltd.",春秋航空,2,-,4,20150121,G,   D  F  N          ,交通运输、仓储和邮政业,601021,春秋航空股份有限公司,20150121,310000,-,02132315288,N,   D  F  N          ,王煜                          ,-,主板A,Y,-,上市,-,56,200335,春秋航空,是,ir@ch.com,航空运输业,-,否,-,310000,-,-,陈可,"Spring Airlines Co., Ltd.",上海市长宁区虹桥路2599号,-,-,上海市长宁区虹桥路2599号春秋航空总部办公楼,97833.34,0.00,20250902,0.00,-,97833.34,97833.34,0.00,主板A股
NBOSCO,1,1,宁波远洋,601022,浙江省,-,774,宁波远洋,浙江省,"NINGBO OCEAN SHIPPING CO., LTD.",宁波远洋,2,-,4,20221208,G,   D  F  N          ,交通运输、仓储和邮政业,601022,宁波远洋运输股份有限公司,20221208,330000,-,0574-88278740,N,   D  F  N          ,徐宗权                        ,-,主板A,Y,-,上市,-,55,315000,宁波远洋,-,ird@nbosco.com,水上运输业,-,-,-,330200,-,-,蔡宇霞,"NINGBO OCEAN SHIPPING CO., LTD.",浙江省宁波市江北区北岸财富中心2幢,-,-,浙江省宁波市鄞州区宁东路269号环球航运广场39楼,130863.33,106000.00,20250902,0.00,-,24863.33,24863.33,0.00,主板A股
GRANDTOP YONGXING GROUP,1,1,永兴股份,601033,广东省,-,775,永兴股份,广东省,"GRANDTOP YONGXING GROUP CO.,LTD",永兴股份,2,-,4,20240118,N,   D  F  NY         ,水利、环境和公共设施管理业,601033,广州环投永兴集团股份有限公司,20240118,440000,-,020-85806400,N,   D  F  NY         ,谈强                          ,-,主板A,Y,-,上市,-,77,-,永兴股份,-,yxgf@yxgrandtop.com.cn,生态保护和环境治理业,-,-,-,440100,-,-,李三军,"GRANDTOP YONGXING GROUP CO.,LTD",广东省广州市白云区广州民营科技园科泰二路13-19号高新区产业创新园1栋4层401-199房,-,-,广州市越秀区流花路121号(南塔)10楼,90000.00,66000.00,20250902,0.00,-,24000.00,24000.00,0.00,主板A股
FIRST TRACTOR,1,1,一拖股份,601038,河南省,-,776,一拖股份,河南省,First Tractor Company Limited,一拖股份,2,-,4,20120808,C,   D  F  N          ,制造业,601038,第一拖拉机股份有限公司,20120808,410000,-,0379-64967038,N,   D  F  N          , 黎晓煜                       ,-,主板A,Y,-,上市,-,35,471004,一拖股份,否,msc0038@ytogroup.com,专用设备制造业,香港,是,-,410300,-,-,于丽娜,First Tractor Company Limited,河南省洛阳市建设路154号,-,-,河南省洛阳市建设路154号,73170.53,0.00,20250902,0.00,-,73170.53,73170.53,0.00,主板A股
SAILUN GROUP,1,1,赛轮轮胎,601058,山东省,-,777,赛轮轮胎,山东省,"Sailun Group Co.,Ltd.",赛轮轮胎,2,-,4,20110630,C,   D  F  N          ,制造业,601058,赛轮集团股份有限公司,20110630,370000,-,0532-68862851,N,   D  F  N          ,刘燕华                        ,-,主板A,Y,-,上市,113063,29,266045,赛轮轮胎,是,ziben@sailuntire.com,橡胶和塑料制品业,-,否,-,370200,-,赛轮转债,李吉庆,"Sailun Group Co.,Ltd.",山东省青岛市黄岛区茂山路588号,-,-,青岛市郑州路43号橡塑新材料大楼1305室,328810.03,0.00,20250902,0.00,-,328810.03,328810.03,0.00,主板A股
CINDA SECURITIES,1,1,信达证券,601059,北京市,-,778,信达证券,北京市,"CINDA SECURITIES CO., LTD.",信达证券,2,-,4,20230201,J,   D  F  N          ,金融业,601059,信达证券股份有限公司,20230201,110000,-,010-83252610,N,   D  F  N          ,祝瑞敏                        ,-,主板A,Y,-,上市,-,67,100031,信达证券,是,ir@cindasc.com,资本市场服务,-,-,-,110000,-,-,张毅,"CINDA SECURITIES CO., LTD.",北京市西城区闹市口大街9号院1号楼,-,-,北京市西城区宣武门西大街甲127号金隅大厦B座,324300.00,255140.00,20250902,0.00,-,69160.00,69160.00,0.00,主板A股
CITIC METAL,1,1,中信金属,601061,北京市,-,779,中信金属,北京市,"CITIC METAL CO., LTD",中信金属,2,-,4,20230410,F,   D  F  NY         ,批发和零售业,601061,中信金属股份有限公司,20230410,110000,-,010-59662188,N,   D  F  NY         ,吴献文                        ,-,主板A,Y,-,上市,-,51,100004,中信金属,-,citicmetal@citic.com,批发业,-,-,-,110000,-,-,秦超,"CITIC METAL CO., LTD",北京市朝阳区新源南路6号京城大厦1903室,-,-,北京市朝阳区新源南路6号京城大厦1903室,490000.00,439884.62,20250902,0.00,-,50115.38,50115.38,0.00,主板A股
JIANGXI SALT INDUSTRY,1,1,江盐集团,601065,江西省,-,780,江盐集团,江西省,"JIANGXI SALT INDUSTRY GROUP CO., LTD",江西省盐业集团,2,-,4,20230410,C,   D  F  NY         ,制造业,601065,江西省盐业集团股份有限公司,20230410,360000,-,（0791）86370379,N,   D  F  NY         ,万李                          ,-,主板A,Y,-,上市,-,26,330038,江盐集团,-,jydb_office@163.com,化学原料和化学制品制造业,-,-,-,360100,-,-,任雁飞,"JIANGXI SALT INDUSTRY GROUP CO., LTD",江西省南昌市红谷滩区庐山南大道369号,-,-,江西省南昌市红谷滩区庐山南大道369号,64277.61,22652.00,20250902,0.00,-,41625.61,41625.61,0.00,主板A股
CSC,1,1,中信建投,601066,北京市,-,781,中信建投,北京市,"China Securities Co.,Ltd.",中信建投,2,-,4,20180620,J,   D  F  N          ,金融业,601066,中信建投证券股份有限公司,20180620,110000,-,(+86-10) 56052830,N,   D  F  N          ,刘成                          ,-,主板A,Y,-,上市,-,67,100010,中信建投,是,601066@csc.com.cn,资本市场服务,-,-,-,110000,-,-,刘乃生,"China Securities Co.,Ltd.",北京市朝阳区安立路66号4号楼,-,-,北京市朝阳区光华路10号,649567.10,0.00,20250902,0.00,-,649567.10,649567.10,0.00,主板A股
CHALIECO,1,1,中铝国际,601068,北京市,-,782,中铝国际,北京市,China Aluminum International Engineering Corporation Limited,中铝国际,2,-,4,20180831,E,   D  F  N          ,建筑业,601068,中铝国际工程股份有限公司,20180831,110000,-,010-82406806,N,   D  F  N          ,李宜华                        ,-,主板A,Y,-,上市,-,48,100093,中铝国际,-,IR-chalieco@chalieco.com.cn,土木工程建筑业,-,-,-,110000,-,-,陶甫伦,China Aluminum International Engineering Corporation Limited,北京市海淀区杏石口路99号C座,-,-,北京市海淀区杏石口路99号C座,258836.03,2876.96,20250902,0.00,-,255959.07,255959.07,0.00,主板A股
WESTERN REGION GOLD,1,1,西部黄金,601069,新疆维吾尔自治区,-,783,西部黄金,新疆维吾尔自治区,"Western Region Gold Co.,Ltd",西部黄金,2,-,4,20150122,B,   D  F  N          ,采矿业,601069,西部黄金股份有限公司,20150122,650000,-,0991-3771795,N,   D  F  N          ,齐新会                        ,-,主板A,Y,-,上市,-,09,830023,西部黄金,-,wrgold@wrgold.cn,有色金属矿采选业,-,否,-,650100,-,-,孙建华,"Western Region Gold Co.,Ltd",新疆维吾尔自治区乌鲁木齐市经济技术开发区融合南路501号,-,-,新疆维吾尔自治区乌鲁木齐市经济技术开发区融合南路501号,91099.91,22700.64,20250902,0.00,-,68399.28,68399.28,0.00,主板A股
CHONGQING RURAL COMMERCIAL BANK,1,1,渝农商行,601077,重庆市,-,784,渝农商行,重庆市,"Chongqing Rural Commercial Bank Co.,Ltd.",渝农商行,2,-,4,20191029,J,   D  F  N          ,金融业,601077,重庆农村商业银行股份有限公司,20191029,500000,-,023-61110637,N,   D  F  N          ,谢文辉                        ,-,主板A,Y,-,上市,-,66,400023,渝农商行,是,cqrcb@cqrcb.com,货币金融服务,-,-,-,500000,-,-,隋军,"Chongqing Rural Commercial Bank Co.,Ltd.",重庆市江北区金沙门路36号,-,-,重庆市江北区金沙门路36号,884366.40,596.37,20250902,0.00,-,883770.03,883770.03,0.00,主板A股
JJ SHIPPING,1,1,锦江航运,601083,上海市,-,785,锦江航运,上海市,"SHANGHAI JINJIANG SHIPPING (GROUP) CO.,LTD.",锦江航运,2,-,4,20231205,G,   D  F  NY         ,交通运输、仓储和邮政业,601083,上海锦江航运(集团)股份有限公司,20231205,310000,-,021-53866646,N,   D  F  NY         ,沈伟                          ,-,主板A,Y,-,上市,-,55,200021,锦江航运,-,ir@jjshipping.cn,水上运输业,-,-,-,310000,-,-,汪蕊莹,"SHANGHAI JINJIANG SHIPPING (GROUP) CO.,LTD.",上海市浦东新区龙居路180弄13号2楼,-,-,上海市黄浦区淮海中路98号金钟广场15楼,129412.00,110000.00,20250902,0.00,-,19412.00,19412.00,0.00,主板A股
GGITG,1,1,国芳集团,601086,甘肃省,-,786,国芳集团,甘肃省,"GANSU GUOFANG INDUSTRY & TRADE (GROUP) CO., LTD.",国芳集团,2,-,4,20170929,F,   D  F  N          ,批发和零售业,601086,甘肃国芳工贸(集团)股份有限公司,20170929,620000,-,0931-8803618,N,   D  F  N          ,张辉                          ,-,主板A,Y,-,上市,-,52,730000,国芳集团,-,gfzhengquan@guofanggroup.com,零售业,-,-,-,620100,-,-,马琳,"GANSU GUOFANG INDUSTRY & TRADE (GROUP) CO., LTD.",甘肃省兰州市城关区广场南路4-6号,-,-,甘肃省兰州市城关区广场南路国芳写字楼15层,66600.00,0.00,20250902,0.00,-,66600.00,66600.00,0.00,主板A股
CSEC/CHINASHENHUA,1,1,中国神华,601088,北京市,-,787,中国神华,北京市,China Shenhua Energy Company Limited,中国神华,2,-,4,20071009,B,   D  F  N          ,采矿业,601088,中国神华能源股份有限公司,20071009,110000,-,01058131088,N,   D  F  N          ,吕志韧                        ,-,主板A,Y,-,上市,-,06,100011,中国神华,是,ir@csec.com,煤炭开采和洗选业,香港,是,-,110000,-,-,宋静刚,China Shenhua Energy Company Limited,北京市东城区安定门西滨河路22号,-,-,中国北京市东城区安定门西滨河路22号,1649103.80,0.00,20250902,0.00,-,1649103.80,1649103.80,0.00,主板A股
