COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,股票代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B_LIST_DATE,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL
SANSURE BIOTECH,8,2,圣湘生物,688289,湖南省,-,251,圣湘生物,湖南省,Sansure Biotech Inc.,圣湘生物,2,-,4,20200828,C,   D  F  NY         ,制造业,688289,圣湘生物科技股份有限公司,20200828,430000,-,073188883176-6018,N,   D  F  NY         ,戴立忠                        ,-,科创A,Y,生物医药,上市,-,27,410205,圣湘生物,-,dmb@sansure.com.cn,医药制造业,-,-,-,430100,-,-,黄强,Sansure Biotech Inc.,湖南省长沙市高新技术产业开发区麓松路680号,-,-,长沙高新技术产业开发区麓松路680号,57938.80,0.00,20250902,0.00,-,57938.80,57938.80,0.00
BOOMY,8,2,景业智能,688290,浙江省,-,252,景业智能,浙江省,"HANGZHOU BOOMY INTELLIGENT TECHNOLOGY CO., LTD.",景业智能,2,-,4,20220429,C,   D  F  NY         ,制造业,688290,杭州景业智能科技股份有限公司,20220429,330000,-,0571-86637176,N,   D  F  NY         ,来建良                        ,-,科创A,Y,高端装备,上市,-,35,310052,景业智能,-,zqb@boomy.cn,专用设备制造业,-,-,-,330100,-,-,朱艳秋,"HANGZHOU BOOMY INTELLIGENT TECHNOLOGY CO., LTD.",浙江省杭州市滨江区乳泉路925号,-,-,浙江省杭州市滨江区信诚路857号悦江商业中心35001室,10218.97,0.00,20250902,0.00,-,10218.97,10218.97,0.00
JCZ,8,2,金橙子,688291,北京市,-,253,金橙子,北京市,"BEIJING JCZ TECHNOLOGY CO.,LTD.",金橙子科技,2,-,4,20221026,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688291,北京金橙子科技股份有限公司,20221026,110000,-,010-63801895,N,   D  F  NY         ,吕文杰                        ,-,科创A,Y,新一代信息技术,上市,-,65,101399,金橙子,-,stocks@bjjcz.com,软件和信息技术服务业,-,-,-,110000,-,-,陈坤,"BEIJING JCZ TECHNOLOGY CO.,LTD.",北京市丰台区丰台路口139号319室,-,-,北京市顺义区北务镇民泰路13号院22号楼,10266.67,6900.00,20250902,0.00,-,3366.67,3366.67,0.00
HAOHAN DATA,8,2,浩瀚深度,688292,北京市,-,254,浩瀚深度,北京市,"BEIJING HAOHAN DATA TECHNOLOGY CO., LTD.",浩瀚深度信息技术,2,-,4,20220818,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688292,北京浩瀚深度信息技术股份有限公司,20220818,110000,-,010-68462866,N,   D  F  NY         ,张跃                          ,-,科创A,Y,新一代信息技术,上市,-,65,100039,浩瀚深度,-,haohanir@haohandata.com.cn,软件和信息技术服务业,-,-,118052,110000,-,-,冯彦军,"BEIJING HAOHAN DATA TECHNOLOGY CO., LTD.",北京市海淀区西四环北路119号A座2层218室,-,浩瀚转债,北京市海淀区西四环北路119号A座2层218室,15834.67,5751.77,20250902,0.00,-,10082.89,10082.89,0.00
OPM BIOSCIENCES,8,2,奥浦迈,688293,上海市,-,255,奥浦迈,上海市,"SHANGHAI OPM BIOSCIENCES CO., LTD.",奥浦迈生物,2,-,4,20220902,M,   D  F  NY         ,科学研究和技术服务业,688293,上海奥浦迈生物科技股份有限公司,20220902,310000,-,021-20780178,N,   D  F  NY         ,肖志华                        ,-,科创A,Y,生物医药,上市,-,73,201321,奥浦迈,-,IR@opmbiosciences.com,研究和试验发展,-,-,-,310000,-,-,马潇寒,"SHANGHAI OPM BIOSCIENCES CO., LTD.",上海市浦东新区紫萍路908弄28号,-,-,上海市浦东新区紫萍路 908 弄 28 号楼,11354.88,0.00,20250902,0.00,-,11354.88,11354.88,0.00
ZHONGFU SHENYING,8,2,中复神鹰,688295,江苏省,-,256,中复神鹰,江苏省,"ZHONGFU SHENYING CARBON FIBER CO.,LTD.",中复神鹰碳纤维,2,-,4,20220406,C,   D  F  NY         ,制造业,688295,中复神鹰碳纤维股份有限公司,20220406,320000,-,0518-86070140,N,   D  F  NY         ,张国良                        ,-,科创A,Y,新材料,上市,-,28,222000,中复神鹰,-,stock@zfsycf.com.cn,化学纤维制造业,-,-,-,320700,-,-,金亮,"ZHONGFU SHENYING CARBON FIBER CO.,LTD.",江苏省连云港市经济技术开发区大浦工业区南环路北,-,-,连云港经济技术开发区大浦工业区南环路北,90000.00,29839.93,20250902,0.00,-,60160.07,60160.07,0.00
Heda Technology,8,2,和达科技,688296,浙江省,-,257,和达科技,浙江省,"ZHEJIANG HEDA TECHNOLOGY CO., LTD.",和达科技,2,-,4,20210727,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688296,浙江和达科技股份有限公司,20210727,330000,-,0573-82850903,N,   D  F  NY         ,翁贤华                        ,-,科创A,Y,新一代信息技术,上市,-,65,314006,和达科技,-,zjhdkj@chinahdkj.com,软件和信息技术服务业,-,-,-,330400,-,-,王亚平,"ZHEJIANG HEDA TECHNOLOGY CO., LTD.",浙江省嘉兴市经济技术开发区昌盛南路36号嘉兴智慧产业创新园18幢(不含508室),-,-,浙江省嘉兴市经济技术开发区昌盛南路36号嘉兴智慧产业创新园18幢（不含508室）,10789.87,50.55,20250902,0.00,-,10739.32,10739.32,0.00
AVIC UAS,8,2,中无人机,688297,四川省,-,258,中无人机,四川省,"AVIC (CHENGDU) UAS CO., LTD.",中航无人机,2,-,4,20220629,C,   D  F  NY         ,制造业,688297,中航(成都)无人机系统股份有限公司,20220629,510000,-,028-60236682,N,   D  F  NY         ,张晓军                        ,-,科创A,Y,高端装备,上市,-,37,-,中无人机,-,avicuasir@163.com,铁路、船舶、航空航天和其他运输设备制造业,-,-,-,510100,-,-,杨萍,"AVIC (CHENGDU) UAS CO., LTD.",四川省成都市高新西区西芯大道四号,-,-,成都市高新西区合作路1199号,67500.00,0.00,20250902,0.00,-,67500.00,67500.00,0.00
ORIENT BIOTECH,8,2,东方生物,688298,浙江省,-,259,东方生物,浙江省,"Zhejiang Orient Gene Biotech Co., Ltd",东方基因生物,2,-,4,20200205,C,   D  F  NY         ,制造业,688298,浙江东方基因生物制品股份有限公司,20200205,330000,-,0572-5300267,N,   D  F  NY         ,方剑秋                        ,-,科创A,Y,生物医药,上市,-,27,313300,东方生物,-,zqb@orientgene.com,医药制造业,-,-,-,330500,-,-,章叶平,"Zhejiang Orient Gene Biotech Co., Ltd",浙江省湖州市安吉县递铺街道阳光大道东段3787号,-,-,浙江省湖州市安吉县递铺街道阳光大道东段 3787 号,20160.00,0.00,20250902,0.00,-,20160.00,20160.00,0.00
SOLARTRON TECHNOLOGY,8,2,长阳科技,688299,浙江省,-,260,长阳科技,浙江省,"Ningbo Solartron Technology Co., Ltd.",长阳科技,2,-,4,20191106,C,   D  F  NY         ,制造业,688299,宁波长阳科技股份有限公司,20191106,330000,-,0574-56205386,N,   D  F  NY         ,金亚东                        ,-,科创A,Y,新一代信息技术,上市,-,29,315000,长阳科技,-,ir@solartrontech.com,橡胶和塑料制品业,-,-,-,330200,-,-,章殷洪,"Ningbo Solartron Technology Co., Ltd.",浙江省宁波市江北区庆丰路999号,-,-,宁波市江北区庆丰路999号,28739.29,0.00,20250902,0.00,-,28739.29,28739.29,0.00
NOVORAY,8,2,联瑞新材,688300,江苏省,-,261,联瑞新材,江苏省,Novoray Corporation,联瑞新材,2,-,4,20191115,C,   D  F  NY         ,制造业,688300,江苏联瑞新材料股份有限公司,20191115,320000,-,0518-85703939,N,   D  F  NY         ,李晓冬                        ,-,科创A,Y,新材料,上市,-,39,222346,联瑞新材,-,novoinfo@novoray.com,计算机、通信和其他电子设备制造业,-,-,-,320700,-,-,柏林,Novoray Corporation,江苏省连云港市海州区新浦经济开发区,-,-,江苏省连云港市海州区新浦经济开发区珠江路6号,24146.92,0.00,20250902,0.00,-,24146.92,24146.92,0.00
IRAY,8,2,奕瑞科技,688301,上海市,-,262,奕瑞科技,上海市,IRAY GROUP,奕瑞科技股份,2,-,4,20200918,C,   D  F  NY         ,制造业,688301,奕瑞电子科技集团股份有限公司,20200918,310000,-,021-50720560,N,   D  F  NY         ,Tieer Gu                      ,-,科创A,Y,高端装备,上市,118025,35,201315,奕瑞科技,-,ir@iraygroup.com,专用设备制造业,-,-,118025,310000,-,奕瑞转债,邱敏,IRAY GROUP,上海市浦东新区环桥路999号,-,奕瑞转债,上海市浦东新区环桥路999号,20021.84,0.00,20250902,0.00,-,20021.84,20021.84,0.00
HINOVA,8,2,海创药业,688302,四川省,-,263,海创药业,四川省,HINOVA PHARMACEUTICALS INC.,海创药业,2,-,4,20220412,C,   D  FU NY         ,制造业,688302,海创药业股份有限公司,20220412,510000,-,028-85058465-8012,N,   D  FU NY         ,Yuanwei Chen （陈元伟）       ,-,科创A,N,生物医药,上市,-,27,610041,海创药业,-,ir@hinovapharma.com,医药制造业,-,-,-,510100,-,-,代丽,HINOVA PHARMACEUTICALS INC.,"四川省成都市高新区科园南路5号蓉药大厦1栋4层附2,3号",-,-,四川省成都市高新区科园南路5号蓉药大厦1栋4层附2、3号,9901.56,1750.05,20250902,0.00,-,8151.51,8151.51,0.00
DAQO ENERGY,8,2,大全能源,688303,新疆维吾尔自治区,-,264,大全能源,新疆维吾尔自治区,"Xinjiang Daqo New Energy Co.,Ltd.",大全能源,2,-,4,20210722,C,   D  F  NY         ,制造业,688303,新疆大全新能源股份有限公司,20210722,650000,-,+86(0993)2706066,N,   D  F  NY         ,徐广福                        ,-,科创A,Y,新能源,上市,-,38,-,大全能源,是,xjxz@daqo.com,电气机械和器材制造业,-,-,-,654300,-,-,孙逸铖,"Xinjiang Daqo New Energy Co.,Ltd.",新疆维吾尔自治区石河子市经济开发区化工新材料产业园北二十路66号,-,-,新疆石河子经济开发区化工新材料产业园纬六路16号,214520.57,0.00,20250902,0.00,-,214520.57,214520.57,0.00
KEDE CNC,8,2,科德数控,688305,辽宁省,-,265,科德数控,辽宁省,"Kede Numerical Control Co., Ltd.",科德数控,2,-,4,20210709,C,   D  F  NY         ,制造业,688305,科德数控股份有限公司,20210709,210000,-,0411-66317591,N,   D  F  NY         ,于本宏                        ,-,科创A,Y,高端装备,上市,-,34,116600,科德数控,-,KEDECNC@dlkede.com,通用设备制造业,-,-,-,210200,-,-,朱莉华,"Kede Numerical Control Co., Ltd.",辽宁省大连市经济技术开发区天府街1-2-1号1层,-,-,辽宁省大连经济技术开发区天府街1-2-1号1层,13290.67,69.29,20250902,0.00,-,13221.38,13221.38,0.00
PIA AUTOMATION,8,2,均普智能,688306,浙江省,-,266,均普智能,浙江省,NINGBO PIA AUTOMATION HOLDING CORP.,均普智能制造,2,-,4,20220322,C,   D  F  NY         ,制造业,688306,宁波均普智能制造股份有限公司,20220322,330000,-,0574-87908676,N,   D  F  NY         ,刘元                          ,-,科创A,Y,高端装备,上市,-,35,315040,均普智能,-,-,专用设备制造业,-,-,-,330200,-,-,柴俊,NINGBO PIA AUTOMATION HOLDING CORP.,浙江省宁波市高新区清逸路99号4号楼,-,-,浙江省宁波市高新区清逸路99号4号楼,122828.28,0.00,20250902,0.00,-,122828.28,122828.28,0.00
ZMAX,8,2,中润光学,688307,浙江省,-,267,中润光学,浙江省,"JIAXING ZMAX OPTECH CO., LTD.",中润光学,2,-,4,20230216,C,   D  F  NY         ,制造业,688307,嘉兴中润光学科技股份有限公司,20230216,330000,-,0573-82229910,N,   D  F  NY         ,张平华                        ,-,科创A,Y,高端装备,上市,-,39,314000,中润光学,-,zmax@zmax-optec.com,计算机、通信和其他电子设备制造业,-,-,-,330400,-,-,张杰,"JIAXING ZMAX OPTECH CO., LTD.",浙江省嘉兴市秀洲区高照街道陶泾路188号,-,-,浙江省嘉兴市秀洲区高照街道陶泾路188号,8800.00,2985.07,20250902,0.00,-,5814.93,5814.93,0.00
OKE,8,2,欧科亿,688308,湖南省,-,268,欧科亿,湖南省,"OKE Precision Cutting Tools Co., Ltd.",欧科亿数控刀具,2,-,4,20201210,C,   D  F  NY         ,制造业,688308,株洲欧科亿数控精密刀具股份有限公司,20201210,430000,-,0731-22673968,N,   D  F  NY         ,袁美和                        ,-,科创A,Y,新材料,上市,-,33,412500,欧科亿,-,oke_info@oke-carbide.com,金属制品业,-,-,-,430200,-,-,韩红涛,"OKE Precision Cutting Tools Co., Ltd.",湖南省株洲市炎陵县中小企业创业园创业路,-,-,湖南省株洲市芦淞区董家塅高科园创业四路8号,15878.17,0.00,20250902,0.00,-,15878.17,15878.17,0.00
NIUTECH,8,2,恒誉环保,688309,山东省,-,269,恒誉环保,山东省,Niutech Environment Technology Corporation,恒誉环保,2,-,4,20200714,C,   D  F  NY         ,制造业,688309,济南恒誉环保科技股份有限公司,20200714,370000,-,0531-86196309,N,   D  F  NY         ,牛斌                          ,-,科创A,Y,节能环保,上市,-,35,-,恒誉环保,-,corrine@niutech.com,专用设备制造业,-,-,-,370100,-,-,牛晓璐,Niutech Environment Technology Corporation,山东省济南市长清区海棠路9889号,-,-,山东省济南市市中区共青团路25号绿地普利中心4804,8001.07,0.00,20250902,0.00,-,8001.07,8001.07,0.00
MAIDER MEDICAL INDUSTRY EQUIPMENT,8,2,迈得医疗,688310,浙江省,-,270,迈得医疗,浙江省,"Maider Medical Industry Equipment Co., Ltd.",迈得医疗,2,-,4,20191203,C,   D  F  NY         ,制造业,688310,迈得医疗工业设备股份有限公司,20191203,330000,-,0576-87356888,N,   D  F  NY         ,林军华                        ,-,科创A,Y,高端装备,上市,-,35,317607,迈得医疗,-,zq@maiderchina.com,专用设备制造业,-,-,-,331000,-,-,林栋,"Maider Medical Industry Equipment Co., Ltd.",浙江省台州市玉环市沙门镇滨港工业城,-,-,浙江省玉环市沙门镇滨港工业城天佑路3号,16621.97,0.00,20250902,0.00,-,16621.97,16621.97,0.00
M&S ELECTRONICS,8,2,盟升电子,688311,四川省,-,271,盟升电子,四川省,"Chengdu M&S Electronics Technology Co.,Ltd.",盟升电子,2,-,4,20200731,C,   D  F  NY         ,制造业,688311,成都盟升电子技术股份有限公司,20200731,510000,-,028-61773081,N,   D  F  NY         , 刘荣                         ,-,科创A,Y,高端装备,上市,118045,39,610299,盟升电子,-,zhengquanbu@microwave-signal.com,计算机、通信和其他电子设备制造业,-,-,118045,510100,-,盟升转债,毛钢烈,"Chengdu M&S Electronics Technology Co.,Ltd.",四川省自由贸易试验区成都市天府新区兴隆街道桐子咀南街350号,-,盟升转债,四川省成都市天府新区兴隆街道桐子咀南街350号,16791.46,0.00,20250902,0.00,-,16791.46,16791.46,0.00
YANMADE,8,2,燕麦科技,688312,广东省,-,272,燕麦科技,广东省,Shenzhen Yanmade Technology Inc.,燕麦科技,2,-,4,20200608,C,   D  F  NY         ,制造业,688312,深圳市燕麦科技股份有限公司,20200608,440000,-,0755-23243087,N,   D  F  NY         ,刘燕                          ,-,科创A,Y,高端装备,上市,-,35,518000,燕麦科技,-,ir@yanmade.com,专用设备制造业,-,-,-,440300,-,-,姜铁君,Shenzhen Yanmade Technology Inc.,广东省深圳市光明区凤凰街道凤凰社区观光路招商局光明科技园A1A2栋A2栋308,-,-,深圳市光明区凤凰街道邦凯科技城2号C栋,14560.08,0.00,20250902,0.00,-,14560.08,14560.08,0.00
SHIJIA PHOTONS,8,2,仕佳光子,688313,河南省,-,273,仕佳光子,河南省,"Henan Shijia Photons Technology Co., Ltd.",仕佳光子,2,-,4,20200812,C,   D  F  NY         ,制造业,688313,河南仕佳光子科技股份有限公司,20200812,410000,-,0392-2298668,N,   D  F  NY         ,葛海泉                        ,-,科创A,N,新一代信息技术,上市,-,39,458030,仕佳光子,-,ir@sjphotons.com,计算机、通信和其他电子设备制造业,-,-,-,410600,-,-,梅雪,"Henan Shijia Photons Technology Co., Ltd.",河南省鹤壁市淇滨区延河路201号,-,-,河南省鹤壁市淇滨区延河路201号,45880.23,0.00,20250902,0.00,-,45880.23,45880.23,0.00
KONTOUR MEDICAL,8,2,康拓医疗,688314,陕西省,-,274,康拓医疗,陕西省,"Kontour(Xi'an) Medical Technology Co., Ltd.",康拓医疗,2,-,4,20210518,C,   D  F  NY         ,制造业,688314,西安康拓医疗技术股份有限公司,20210518,610000,-,029-68318314,N,   D  F  NY         ,胡立人                        ,-,科创A,Y,生物医药,上市,-,35,710065,康拓医疗,-,public@kontmed.com,专用设备制造业,-,-,-,610100,-,-,周欢,"Kontour(Xi'an) Medical Technology Co., Ltd.",陕西省西安市高新区毕原一路西段1451号,-,-,陕西省西安市高新区毕原一路西段1451号,8123.92,0.00,20250902,0.00,-,8123.92,8123.92,0.00
NOVOGENE,8,2,诺禾致源,688315,北京市,-,275,诺禾致源,北京市,"NOVOGENE CO., LTD",诺禾致源科技,2,-,4,20210413,M,   D  F  NY         ,科学研究和技术服务业,688315,北京诺禾致源科技股份有限公司,20210413,110000,-,010-82837801-889,N,   D  F  NY         ,李瑞强                        ,-,科创A,Y,生物医药,上市,-,73,100015,诺禾致源,-,ir@novogene.com,研究和试验发展,-,-,-,110000,-,-,王其锋,"NOVOGENE CO., LTD",北京市昌平区回龙观镇生命园路29号创新大厦B258室,-,-, 北京市朝阳区酒仙桥北路甲10号院301号楼101诺禾致源,41620.00,0.00,20250902,0.00,-,41620.00,41620.00,0.00
QINGCLOUD,8,2,青云科技,688316,北京市,-,276,青云科技,北京市,"BEIJING QINGCLOUD TECHNOLOGY GROUP CO., LTD",青云科技,2,-,4,20210316,I,   D  FU NY         ,信息传输、软件和信息技术服务业,688316,北京青云科技集团股份有限公司,20210316,110000,-,010-8305 1688,N,   D  FU NY         ,黄允松                        ,-,科创A,N,新一代信息技术,上市,-,64,100073,青云科技,-,ir@yunify.com,互联网和相关服务,-,-,-,110000,-,-,张腾,"BEIJING QINGCLOUD TECHNOLOGY GROUP CO., LTD",北京市朝阳区酒仙桥路6号院9号楼1至14层101内11层1101室,-,-,北京市丰台区丽泽路16号院汇亚大厦25层,4789.81,0.00,20250902,0.00,-,4789.81,4789.81,0.00
LIFERIVER,8,2,之江生物,688317,上海市,-,277,之江生物,上海市,"Shanghai ZJ Bio-Tech Co., Ltd",上海之江生物,2,-,4,20210118,C,   D  F  NY         ,制造业,688317,上海之江生物科技股份有限公司,20210118,310000,-,021-34635507,N,   D  F  NY         ,邵俊斌                        ,-,科创A,Y,生物医药,上市,-,27,201114,之江生物,-,info@liferiver.com.cn,医药制造业,-,-,-,310000,-,-,倪卫琴,"Shanghai ZJ Bio-Tech Co., Ltd","上海市张江高科技产业东区瑞庆路528号20幢乙号1层,21幢甲号1层",-,-,上海市闵行区陈行公路2168号9号楼,19215.80,0.00,20250902,0.00,-,19215.80,19215.80,0.00
FORTUNE TREND,8,2,财富趋势,688318,广东省,-,278,财富趋势,广东省,"SHENZHEN FORTUNE TREND TECHNOLOGY CO.,LTD.",财富趋势,2,-,4,20200427,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688318,深圳市财富趋势科技股份有限公司,20200427,440000,-,0755-83021794,N,   D  F  NY         ,黄山                          ,-,科创A,Y,新一代信息技术,上市,-,65,430000,财富趋势,-,tdx@tdx.com.cn,软件和信息技术服务业,-,-,-,440300,-,-,田进恩,"SHENZHEN FORTUNE TREND TECHNOLOGY CO.,LTD.",广东省深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园5栋1801,-,-,湖北省武汉市东湖高新区光谷软件园C3栋9楼财富趋势,25611.95,0.00,20250902,0.00,-,25611.95,25611.95,0.00
OLYMVAX BIOPHARMACEUTICALS,8,2,欧林生物,688319,四川省,-,279,欧林生物,四川省,Chengdu Olymvax Biopharmaceuticals Inc.,欧林生物,2,-,4,20210608,C,   D  F  NY         ,制造业,688319,成都欧林生物科技股份有限公司,20210608,510000,-,-,N,   D  F  NY         ,樊绍文                        ,-,科创A,Y,生物医药,上市,-,27,-,欧林生物,-,-,医药制造业,-,-,-,510100,-,-,吴畏,Chengdu Olymvax Biopharmaceuticals Inc.,四川省成都市高新区天欣路99号,-,-,成都高新区天欣路99号,40593.36,52.43,20250902,0.00,-,40540.93,40540.93,0.00
HCFA,8,2,禾川科技,688320,浙江省,-,280,禾川科技,浙江省,ZHEJIANG HECHUAN TECHNOLOGY CO.LTD,禾川科技,2,-,4,20220428,C,   D  F  NY         ,制造业,688320,浙江禾川科技股份有限公司,20220428,330000,-,0570-7117218,N,   D  F  NY         ,王项彬                        ,-,科创A,Y,高端装备,上市,-,40,324400,禾川科技,-,hcfaxp@hcfa.cn,仪器仪表制造业,-,-,-,330800,-,-,徐建明,ZHEJIANG HECHUAN TECHNOLOGY CO.LTD,浙江省衢州市龙游经济开发区亲善路5号,-,-,浙江省龙游经济开发区亲善路5号,15101.37,4013.73,20250902,0.00,-,11087.64,11087.64,0.00
CHIPSCREEN,8,2,微芯生物,688321,广东省,-,281,微芯生物,广东省,"Shenzhen Chipscreen Biosciences Co., Ltd.",微芯生物,2,-,4,20190812,C,   D  F  NY         ,制造业,688321,深圳微芯生物科技股份有限公司,20190812,440000,-,0755-26952070,N,   D  F  NY         ,XIANPING LU                   ,-,科创A,Y,生物医药,上市,118012,27,518057,微芯生物,-,ir@chipscreen.com,医药制造业,-,-,118012,440300,-,微芯转债,海鸥,"Shenzhen Chipscreen Biosciences Co., Ltd.",广东省深圳市南山区西丽街道曙光社区智谷产业园B栋21F-24F,-,微芯转债,深圳市南山区西丽街道曙光社区智谷产业园B栋21F-24F,40779.67,0.00,20250902,0.00,-,40779.67,40779.67,0.00
ORBBEC,8,2,奥比中光,688322,广东省,-,282,奥比中光,广东省,ORBBEC INC.,奥比中光,2,-,4,20220707,C,   D  FUWNY         ,制造业,688322,奥比中光科技集团股份有限公司,20220707,440000,-,0755-26402692,Y,   D  FUWNY         ,黄源浩                        ,-,科创A,N,新一代信息技术,上市,-,39,518052,奥比中光,-,ir@orbbec.com,计算机、通信和其他电子设备制造业,-,-,-,440300,-,-,靳尚,ORBBEC INC.,广东省深圳市南山区西丽街道松坪山社区高新北一道88号奥比科技大厦2001,-,-,深圳市南山区西丽街道松坪山社区高新北一道88号奥比科技大厦,40109.98,10890.40,20250902,0.00,8246.78,29219.59,29219.59,0.00
RAYITEK,8,2,瑞华泰,688323,广东省,-,283,瑞华泰,广东省,"Rayitek Hi-Tech Film Company Ltd., Shenzhen",瑞华泰薄膜科技,2,-,4,20210428,C,   D  F  NY         ,制造业,688323,深圳瑞华泰薄膜科技股份有限公司,20210428,440000,-,0755-29712290,N,   D  F  NY         ,汤昌丹                        ,-,科创A,Y,新材料,上市,118018,29,518105,瑞华泰,-,ir@rayitek.cn,橡胶和塑料制品业,-,-,118018,440300,-,瑞科转债,李涛,"Rayitek Hi-Tech Film Company Ltd., Shenzhen",广东省深圳市宝安区松岗街道办华美工业园,-,瑞科转债,深圳市宝安区松岗街道办华美工业园,18000.02,0.00,20250902,0.00,-,18000.02,18000.02,0.00
CELLWISE,8,2,赛微微电,688325,广东省,-,284,赛微微电,广东省,"GUANGDONG CELLWISE MICROELECTRONICS CO., LTD.",赛微微电子,2,-,4,20220422,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688325,广东赛微微电子股份有限公司,20220422,440000,-,0769-22852036,N,   D  F  NY         ,蒋燕波                        ,-,科创A,Y,新一代信息技术,上市,-,65,523808,赛微微电,-,ir@cellwise-semi.com,软件和信息技术服务业,-,-,-,441900,-,-,胡敬宝,"GUANGDONG CELLWISE MICROELECTRONICS CO., LTD.","广东省东莞市松山湖园区工业南路6号1栋402,404,408室",-,-,广东省东莞市松山湖园区工业南路6号1栋402室,8613.90,3229.61,20250902,0.00,-,5384.29,5384.29,0.00
JINGWEI HIRAIN,8,2,经纬恒润,688326,北京市,-,285,经纬恒润,北京市,"BEIJING JINGWEI HIRAIN TECHNOLOGIES CO., INC.",经纬恒润,2,-,4,20220419,C,   D  F WNY         ,制造业,688326,北京经纬恒润科技股份有限公司,20220419,110000,-,010-82263021,Y,   D  F WNY         ,吉英存                        ,-,科创A,Y,新一代信息技术,上市,-,39,100083,经纬恒润,-,ir@hirain.com,计算机、通信和其他电子设备制造业,-,-,-,110000,-,-,郑红菊,"BEIJING JINGWEI HIRAIN TECHNOLOGIES CO., INC.",北京市朝阳区酒仙桥路14号1幢4层,-,-,北京市海淀区知春路7号致真大厦D座,11995.90,2991.89,20250902,0.00,799.70,9004.02,9004.02,0.00
CLOUDWALK,8,2,云从科技,688327,广东省,-,286,云从科技,广东省,"CLOUDWALK TECHNOLOGY CO., LTD.",云从科技,2,-,4,20220527,I,   D  FUWNY         ,信息传输、软件和信息技术服务业,688327,云从科技集团股份有限公司,20220527,440000,-,021-60969707,Y,   D  FUWNY         ,周曦                          ,-,科创A,N,新一代信息技术,上市,-,65,201210,云从科技,-,ir@cloudwalk.com,软件和信息技术服务业,-,-,-,440100,-,-,杨桦,"CLOUDWALK TECHNOLOGY CO., LTD.",广东省广州市南沙区南沙街金隆路37号501房,-,-,上海市浦东新区川和路 55弄张江人工智能岛11栋,103854.85,20510.75,20250902,0.00,20510.75,83344.10,83344.10,0.00
S-KING,8,2,深科达,688328,广东省,-,287,深科达,广东省,"SHENZHEN S-KING INTELLIGENT EQUIPMENT CO., LTD.",深科达智能装备,2,-,4,20210309,C,   D  F  NY         ,制造业,688328,深圳市深科达智能装备股份有限公司,20210309,440000,-,0755-2788 9869,N,   D  F  NY         ,黄奕宏                        ,-,科创A,Y,新一代信息技术,上市,118017,35,518103,深科达,-,irm@szskd.com,专用设备制造业,-,-,-,440300,-,深科转债,郑亦平,"SHENZHEN S-KING INTELLIGENT EQUIPMENT CO., LTD.",广东省深圳市宝安区西乡街道龙腾社区汇智研发中心BC座B1001,-,-,深圳市宝安区福永街道征程二路2号A栋、B栋第一至三层、C栋第一层、D栋,9445.63,0.00,20250902,0.00,-,9445.63,9445.63,0.00
IRON TECH,8,2,艾隆科技,688329,江苏省,-,288,艾隆科技,江苏省,"SUZHOU IRON TECHNOLOGY CO.,LTD.",苏州艾隆科技,2,-,4,20210329,C,   D  F  NY         ,制造业,688329,苏州艾隆科技股份有限公司,20210329,320000,-,0512-66607092,N,   D  F  NY         ,徐立                          ,-,科创A,Y,高端装备,上市,-,35,215123,艾隆科技,-,8103@iron-tech.cn,专用设备制造业,-,-,-,320500,-,-,杨晨,"SUZHOU IRON TECHNOLOGY CO.,LTD.",江苏省苏州市中国(江苏)自由贸易试验区苏州片区苏州工业园区新发路71号,-,-,中国（江苏）自由贸易试验区苏州片区苏州工业园区新庆路71号,7720.00,0.00,20250902,0.00,-,7720.00,7720.00,0.00
